name,FIRSTNAME,LASTNAME,info,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,practices,cityofpractice,probonoserviceprovided,clientdemographics,gender
Indrans Das,Indrans,Das,"Indrans Das has 5 years of experience in Constitutional Law, Family Law, and Real Estate Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is District Court. He charges 295.00759946712583 USD per hour. He takes 91.82766696198681 Avg Days for Disposal. He speaks: Telugu, Marathi and Kannada. He practices at Iyer-D’Alia, and is based in Kolkata. He does not provide pro bono services to the community. His Client Demographics is Individuals.",5,"Constitutional Law, Family Law, and Real Estate Law",5,District Court,295.0075995,91.82766696,"Telugu, Marathi and Kannada",Iyer-D’Alia,Kolkata,no,Individuals,male
Purab Hayer,Purab,Hayer,"Purab Hayer has 12 years of experience in Medical Law, Consumer Protection Law, and Human Rights Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 125.79824800936186 USD per hour. He takes 101.3012621013164 Avg Days for Disposal. He speaks: Marathi, Hindi and Punjabi. He practices at Lal-Chadha, and is based in Hyderabad. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",12,"Medical Law, Consumer Protection Law, and Human Rights Law",1,Specialized Court,125.798248,101.3012621,"Marathi, Hindi and Punjabi",Lal-Chadha,Hyderabad,no,Small Businesses,male
Arnav Bora,Arnav,Bora,"Arnav Bora has 3 years of experience in Environmental Law, Labor Law, and Human Rights Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 392.20907282423 USD per hour. He takes 91.49739472649652 Avg Days for Disposal. He speaks: Marathi, Bengali and Marathi. He practices at Mahajan-Basak, and is based in Mumbai. He provides pro bono services to the community. His Client Demographics is Small Businesses.",3,"Environmental Law, Labor Law, and Human Rights Law",1,Supreme Court,392.2090728,91.49739473,"Marathi, Bengali and Marathi",Mahajan-Basak,Mumbai,yes,Small Businesses,male
Elakshi Contractor,Elakshi,Contractor,"Elakshi Contractor has 1 years of experience in Family Law, Criminal Law, and Medical Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is District Court. He charges 493.21809879867124 USD per hour. He takes 79.9899992817528 Avg Days for Disposal. He speaks: Hindi, Telugu and Gujarati. He practices at Varty-Shanker, and is based in Chennai. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",1,"Family Law, Criminal Law, and Medical Law",3,District Court,493.2180988,79.98999928,"Hindi, Telugu and Gujarati",Varty-Shanker,Chennai,no,Large Corporations,male
Ranbir Samra,Ranbir,Samra,"Ranbir Samra has 1 years of experience in Civil Law, Human Rights Law, and Corporate Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 475.5986226538074 USD per hour. He takes 56.3712609823663 Avg Days for Disposal. He speaks: Telugu, Kannada and Malayalam. He practices at Sane, Garg and Khalsa, and is based in Chennai. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",1,"Civil Law, Human Rights Law, and Corporate Law",2,Supreme Court,475.5986227,56.37126098,"Telugu, Kannada and Malayalam","Sane, Garg and Khalsa",Chennai,no,Large Corporations,male
Khushi Kohli,Khushi,Kohli,"Khushi Kohli has 8 years of experience in Consumer Protection Law, Human Rights Law, and Environmental Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 138.69771747064348 USD per hour. He takes 93.08183530554454 Avg Days for Disposal. He speaks: Telugu, Punjabi and Telugu. He practices at Gera-Sachar, and is based in Mumbai. He provides pro bono services to the community. His Client Demographics is Large Corporations.",8,"Consumer Protection Law, Human Rights Law, and Environmental Law",3,High Court,138.6977175,93.08183531,"Telugu, Punjabi and Telugu",Gera-Sachar,Mumbai,yes,Large Corporations,male
Anaya Sama,Anaya,Sama,"Anaya Sama has 10 years of experience in Intellectual Property Law, Environmental Law, and Family Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 443.9134579553423 USD per hour. He takes 78.36590093096413 Avg Days for Disposal. He speaks: Hindi, Marathi and Kannada. He practices at Loke, Bora and Rege, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",10,"Intellectual Property Law, Environmental Law, and Family Law",2,Specialized Court,443.913458,78.36590093,"Hindi, Marathi and Kannada","Loke, Bora and Rege",Bangalore,no,Small Businesses,male
Jivin Behl,Jivin,Behl,"Jivin Behl has 11 years of experience in Real Estate Law, Medical Law, and Tax Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 367.02213638525814 USD per hour. He takes 77.99496890752044 Avg Days for Disposal. He speaks: Odia, Marathi and Hindi. He practices at Saxena-Srinivasan, and is based in Kolkata. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",11,"Real Estate Law, Medical Law, and Tax Law",4,Supreme Court,367.0221364,77.99496891,"Odia, Marathi and Hindi",Saxena-Srinivasan,Kolkata,no,Large Corporations,male
Aniruddh Kala,Aniruddh,Kala,"Aniruddh Kala has 12 years of experience in Civil Law, Banking and Finance Law, and Human Rights Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 254.2309537131102 USD per hour. He takes 82.51519116031332 Avg Days for Disposal. He speaks: Malayalam, Punjabi and Marathi. He practices at Kadakia, Sarna and Sarma, and is based in Mumbai. He provides pro bono services to the community. His Client Demographics is Individuals.",12,"Civil Law, Banking and Finance Law, and Human Rights Law",3,High Court,254.2309537,82.51519116,"Malayalam, Punjabi and Marathi","Kadakia, Sarna and Sarma",Mumbai,yes,Individuals,male
Adah Gera,Adah,Gera,"Adah Gera has 29 years of experience in Media and Entertainment Law, Real Estate Law, and Environmental Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Specialized Court. He charges 293.27494744612807 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Hindi, Odia and Kannada. He practices at Sathe, Anand and Agarwal, and is based in Hyderabad. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",29,"Media and Entertainment Law, Real Estate Law, and Environmental Law",3.004576659,Specialized Court,293.2749474,89.33090202,"Hindi, Odia and Kannada","Sathe, Anand and Agarwal",Hyderabad,yes,Large Corporations,male
Devansh Bal,Devansh,Bal,"Devansh Bal has 13 years of experience in Banking and Finance Law, Criminal Law, and Labor Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is High Court. He charges 432.32007874210615 USD per hour. He takes 126.0725631338096 Avg Days for Disposal. He speaks: Odia, Gujarati and Punjabi. He practices at Savant-Halder, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",13,"Banking and Finance Law, Criminal Law, and Labor Law",5,High Court,432.3200787,126.0725631,"Odia, Gujarati and Punjabi",Savant-Halder,Bangalore,no,Individuals,male
Tushar Setty,Tushar,Setty,"Tushar Setty has 12 years of experience in Human Rights Law, Human Rights Law, and Real Estate Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 266.0607228372679 USD per hour. He takes 93.25811906292601 Avg Days for Disposal. He speaks: Hindi, Bengali and Marathi. He practices at Kibe-Karnik, and is based in Mumbai. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",12,"Human Rights Law, Human Rights Law, and Real Estate Law",3,Supreme Court,266.0607228,93.25811906,"Hindi, Bengali and Marathi",Kibe-Karnik,Mumbai,yes,Small Businesses,male
Kimaya Shere,Kimaya,Shere,"Kimaya Shere has 14 years of experience in Real Estate Law, Media and Entertainment Law, and Media and Entertainment Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 217.94331609730708 USD per hour. He takes 83.02849164132408 Avg Days for Disposal. He speaks: Bengali, Telugu and Bengali. He practices at Agarwal, Choudhury and Din, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Individuals.",14,"Real Estate Law, Media and Entertainment Law, and Media and Entertainment Law",2,High Court,217.9433161,83.02849164,"Bengali, Telugu and Bengali","Agarwal, Choudhury and Din",Delhi,no,Individuals,female
Saanvi Bhatnagar,Saanvi,Bhatnagar,"Saanvi Bhatnagar has 2 years of experience in Media and Entertainment Law, Media and Entertainment Law, and Corporate Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is District Court. He charges 271.9613718616936 USD per hour. He takes 72.34160373823184 Avg Days for Disposal. He speaks: Bengali, Marathi and Bengali. He practices at Bajwa Ltd, and is based in Hyderabad. She provides pro bono services to the community. Her Client Demographics is Individuals.",2,"Media and Entertainment Law, Media and Entertainment Law, and Corporate Law",5,District Court,271.9613719,72.34160374,"Bengali, Marathi and Bengali",Bajwa Ltd,Hyderabad,yes,Individuals,male
Faiyaz Barad,Faiyaz,Barad,"Faiyaz Barad has 29 years of experience in Family Law, Intellectual Property Law, and Civil Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 310.6084118157721 USD per hour. He takes 97.02810242319103 Avg Days for Disposal. He speaks: Urdu, Marathi and Marathi. He practices at Dugar PLC, and is based in Hyderabad. He does not provide pro bono services to the community. His Client Demographics is Individuals.",29,"Family Law, Intellectual Property Law, and Civil Law",3,Specialized Court,310.6084118,97.02810242,"Urdu, Marathi and Marathi",Dugar PLC,Hyderabad,no,Individuals,male
Anahita Ganesh,Anahita,Ganesh,"Anahita Ganesh has 19 years of experience in Tax Law, Real Estate Law, and Constitutional Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 135.08494420025698 USD per hour. He takes 116.74358400097717 Avg Days for Disposal. He speaks: Gujarati, Punjabi and Marathi. He practices at Jha, Deshpande and Sampath, and is based in Chennai. She does not provide pro bono services to the community. Her Client Demographics is Small Businesses.",19,"Tax Law, Real Estate Law, and Constitutional Law",3,High Court,135.0849442,116.743584,"Gujarati, Punjabi and Marathi","Jha, Deshpande and Sampath",Chennai,no,Small Businesses,male
Parinaaz Singh,Parinaaz,Singh,"Parinaaz Singh has 18 years of experience in Consumer Protection Law, Immigration Law, and Environmental Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 455.4084786201458 USD per hour. He takes 86.28989419462265 Avg Days for Disposal. He speaks: Malayalam, Kannada and Bengali. He practices at Johal-Magar, and is based in Delhi. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",18,"Consumer Protection Law, Immigration Law, and Environmental Law",4,Supreme Court,455.4084786,86.28989419,"Malayalam, Kannada and Bengali",Johal-Magar,Delhi,no,Individuals,male
Neelofar Jain,Neelofar,Jain,"Neelofar Jain has 3 years of experience in Civil Law, Immigration Law, and Banking and Finance Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 353.3841269733262 USD per hour. He takes 54.315059388701634 Avg Days for Disposal. He speaks: Hindi, Punjabi and Gujarati. He practices at Lalla-Thaker, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Individuals.",3,"Civil Law, Immigration Law, and Banking and Finance Law",3,Specialized Court,353.384127,54.31505939,"Hindi, Punjabi and Gujarati",Lalla-Thaker,Delhi,yes,Individuals,male
Vivaan Mallick,Vivaan,Mallick,"Vivaan Mallick has 23 years of experience in Constitutional Law, Labor Law, and Family Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is District Court. He charges 334.97101280187 USD per hour. He takes 100.05074507723286 Avg Days for Disposal. He speaks: Telugu, Punjabi and Urdu. He practices at Mangat PLC, and is based in Hyderabad. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",23,"Constitutional Law, Labor Law, and Family Law",1,District Court,334.9710128,100.0507451,"Telugu, Punjabi and Urdu",Mangat PLC,Hyderabad,yes,Large Corporations,male
Hridaan Shetty,Hridaan,Shetty,"Hridaan Shetty has 17 years of experience in Family Law, Criminal Law, and Civil Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Specialized Court. He charges 94.77330178128716 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Bengali, Urdu and Malayalam. He practices at Chad Group, and is based in Kolkata. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",17,"Family Law, Criminal Law, and Civil Law",3.004576659,Specialized Court,94.77330178,89.33090202,"Bengali, Urdu and Malayalam",Chad Group,Kolkata,no,Large Corporations,female
Nitya Dara,Nitya,Dara,"Nitya Dara has 26 years of experience in Immigration Law, Human Rights Law, and Consumer Protection Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is District Court. He charges 321.8782721776663 USD per hour. He takes 66.21231539421228 Avg Days for Disposal. He speaks: Kannada, Telugu and Telugu. He practices at Shan, Sem and Swaminathan, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",26,"Immigration Law, Human Rights Law, and Consumer Protection Law",1,District Court,321.8782722,66.21231539,"Kannada, Telugu and Telugu","Shan, Sem and Swaminathan",Bangalore,yes,Large Corporations,male
Yasmin Shukla,Yasmin,Shukla,"Yasmin Shukla has 8 years of experience in Criminal Law, Family Law, and Immigration Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 104.43229800732155 USD per hour. He takes 92.6472627549443 Avg Days for Disposal. He speaks: Odia, Malayalam and Kannada. He practices at Raman-Lala, and is based in Chennai. She provides pro bono services to the community. Her Client Demographics is Individuals.",8,"Criminal Law, Family Law, and Immigration Law",5,Specialized Court,104.432298,92.64726275,"Odia, Malayalam and Kannada",Raman-Lala,Chennai,yes,Individuals,male
